image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171709748447.tiff,canyons/calibration/imgs/16233171709748447.tiff,flsea_vi,canyons/calibration,man_made_structure,0.7000,False,0.0022,0.0082,0.0005,0.0063,0.0042,0.0730,0.0344,0.7000,0.0028,0.0247,0.0327,0.0215,0.0894
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171710704012.tiff,canyons/calibration/imgs/16233171710704012.tiff,flsea_vi,canyons/calibration,man_made_structure,0.7435,False,0.0013,0.0054,0.0007,0.0078,0.0046,0.0384,0.0308,0.7435,0.0021,0.0234,0.0538,0.0150,0.0732
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171711766396.tiff,canyons/calibration/imgs/16233171711766396.tiff,flsea_vi,canyons/calibration,man_made_structure,0.8679,False,0.0008,0.0032,0.0003,0.0044,0.0027,0.0290,0.0266,0.8679,0.0012,0.0085,0.0189,0.0062,0.0303
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171712776610.tiff,canyons/calibration/imgs/16233171712776610.tiff,flsea_vi,canyons/calibration,man_made_structure,0.7797,False,0.0019,0.0038,0.0006,0.0043,0.0038,0.0254,0.0576,0.7797,0.0017,0.0168,0.0328,0.0169,0.0547
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171713837845.tiff,canyons/calibration/imgs/16233171713837845.tiff,flsea_vi,canyons/calibration,man_made_structure,0.8009,False,0.0012,0.0048,0.0005,0.0066,0.0041,0.0577,0.0375,0.8009,0.0021,0.0074,0.0307,0.0048,0.0418
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171714737957.tiff,canyons/calibration/imgs/16233171714737957.tiff,flsea_vi,canyons/calibration,man_made_structure,0.8249,False,0.0007,0.0038,0.0004,0.0031,0.0043,0.0345,0.0487,0.8249,0.0016,0.0087,0.0213,0.0050,0.0431
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171715750668.tiff,canyons/calibration/imgs/16233171715750668.tiff,flsea_vi,canyons/calibration,man_made_structure,0.7248,False,0.0004,0.0047,0.0003,0.0043,0.0058,0.1296,0.0346,0.7248,0.0043,0.0039,0.0274,0.0038,0.0561
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171716727207.tiff,canyons/calibration/imgs/16233171716727207.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5919,False,0.0007,0.0066,0.0006,0.0084,0.0095,0.1126,0.0268,0.5919,0.0090,0.0050,0.0642,0.0100,0.1548
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171717699711.tiff,canyons/calibration/imgs/16233171717699711.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6385,False,0.0004,0.0042,0.0003,0.0099,0.0100,0.1150,0.0496,0.6385,0.0039,0.0091,0.0593,0.0077,0.0920
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171718722093.tiff,canyons/calibration/imgs/16233171718722093.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3482,True,0.0008,0.0052,0.0004,0.0086,0.0028,0.1229,0.0239,0.3251,0.0087,0.0107,0.1045,0.0380,0.3482
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171719709866.tiff,canyons/calibration/imgs/16233171719709866.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6112,False,0.0003,0.0030,0.0001,0.0061,0.0034,0.1262,0.0337,0.6112,0.0049,0.0122,0.0665,0.0111,0.1215
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171720994089.tiff,canyons/calibration/imgs/16233171720994089.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4840,False,0.0003,0.0039,0.0001,0.0072,0.0071,0.1557,0.0334,0.4840,0.0046,0.0163,0.0966,0.0205,0.1703
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171721675282.tiff,canyons/calibration/imgs/16233171721675282.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6143,False,0.0003,0.0020,0.0002,0.0048,0.0050,0.1027,0.0407,0.6143,0.0054,0.0135,0.0976,0.0103,0.1031
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171722700768.tiff,canyons/calibration/imgs/16233171722700768.tiff,flsea_vi,canyons/calibration,man_made_structure,0.2834,False,0.0004,0.0023,0.0002,0.0070,0.0108,0.2338,0.1027,0.2834,0.0468,0.0094,0.0738,0.0151,0.2143
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171723647306.tiff,canyons/calibration/imgs/16233171723647306.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3285,False,0.0004,0.0048,0.0002,0.0069,0.0056,0.1912,0.0186,0.3285,0.0075,0.0089,0.1212,0.0303,0.2760
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171724688013.tiff,canyons/calibration/imgs/16233171724688013.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3080,True,0.0003,0.0046,0.0002,0.0117,0.0054,0.2225,0.0296,0.2628,0.0064,0.0075,0.1081,0.0329,0.3080
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171725662901.tiff,canyons/calibration/imgs/16233171725662901.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.4614,True,0.0008,0.0033,0.0003,0.0113,0.0044,0.0771,0.0077,0.1965,0.0063,0.0147,0.1707,0.0455,0.4614
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171726704543.tiff,canyons/calibration/imgs/16233171726704543.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3902,False,0.0003,0.0011,0.0003,0.0029,0.0049,0.0492,0.0101,0.3902,0.0063,0.0141,0.1340,0.0188,0.3678
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171727733064.tiff,canyons/calibration/imgs/16233171727733064.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4985,False,0.0003,0.0012,0.0002,0.0012,0.0039,0.0517,0.0130,0.4985,0.0059,0.0166,0.0469,0.0217,0.3389
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171728705776.tiff,canyons/calibration/imgs/16233171728705776.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.5610,True,0.0003,0.0028,0.0003,0.0035,0.0051,0.0963,0.0347,0.1925,0.0088,0.0148,0.0423,0.0377,0.5610
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171729677045.tiff,canyons/calibration/imgs/16233171729677045.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.5246,True,0.0004,0.0036,0.0005,0.0033,0.0071,0.0954,0.0269,0.2226,0.0092,0.0111,0.0567,0.0386,0.5246
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171730692860.tiff,canyons/calibration/imgs/16233171730692860.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.4192,True,0.0007,0.0030,0.0006,0.0067,0.0047,0.0434,0.0397,0.3638,0.0063,0.0123,0.0674,0.0322,0.4192
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171731663556.tiff,canyons/calibration/imgs/16233171731663556.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.5329,True,0.0006,0.0054,0.0002,0.0040,0.0035,0.1677,0.0548,0.1534,0.0071,0.0044,0.0476,0.0182,0.5329
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171732709208.tiff,canyons/calibration/imgs/16233171732709208.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.4248,True,0.0004,0.0023,0.0004,0.0042,0.0049,0.0847,0.0641,0.2762,0.0170,0.0082,0.0829,0.0298,0.4248
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171733726315.tiff,canyons/calibration/imgs/16233171733726315.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3556,False,0.0004,0.0034,0.0004,0.0046,0.0053,0.2190,0.0730,0.3556,0.0087,0.0074,0.1077,0.0175,0.1970
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171734723196.tiff,canyons/calibration/imgs/16233171734723196.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6013,False,0.0004,0.0030,0.0004,0.0036,0.0021,0.1544,0.0559,0.6013,0.0086,0.0041,0.0475,0.0102,0.1085
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171735722651.tiff,canyons/calibration/imgs/16233171735722651.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4295,False,0.0008,0.0022,0.0004,0.0033,0.0042,0.1073,0.0964,0.4295,0.0041,0.0173,0.0578,0.0220,0.2544
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171736845312.tiff,canyons/calibration/imgs/16233171736845312.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5761,False,0.0006,0.0010,0.0006,0.0026,0.0016,0.0334,0.1065,0.5761,0.0172,0.0083,0.0399,0.0226,0.1897
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171737686780.tiff,canyons/calibration/imgs/16233171737686780.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3681,False,0.0006,0.0015,0.0009,0.0052,0.0037,0.0283,0.1416,0.3681,0.0155,0.0148,0.0481,0.0397,0.3320
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171738729060.tiff,canyons/calibration/imgs/16233171738729060.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3946,True,0.0005,0.0008,0.0008,0.0042,0.0029,0.0342,0.1558,0.2632,0.0162,0.0174,0.0511,0.0583,0.3946
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171739730198.tiff,canyons/calibration/imgs/16233171739730198.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5880,False,0.0005,0.0015,0.0011,0.0051,0.0052,0.0417,0.1103,0.5880,0.0077,0.0115,0.0639,0.0210,0.1423
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171740885105.tiff,canyons/calibration/imgs/16233171740885105.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6824,False,0.0004,0.0016,0.0012,0.0131,0.0025,0.0280,0.0395,0.6824,0.0036,0.0095,0.0764,0.0160,0.1258
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171741720850.tiff,canyons/calibration/imgs/16233171741720850.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5508,False,0.0005,0.0028,0.0015,0.0091,0.0029,0.0476,0.0294,0.5508,0.0081,0.0076,0.1148,0.0253,0.1996
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171742648354.tiff,canyons/calibration/imgs/16233171742648354.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4788,False,0.0007,0.0047,0.0017,0.0127,0.0066,0.1159,0.0488,0.4788,0.0052,0.0069,0.1214,0.0170,0.1797
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171743668132.tiff,canyons/calibration/imgs/16233171743668132.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4494,False,0.0009,0.0024,0.0052,0.0118,0.0041,0.0321,0.0733,0.4494,0.0156,0.0074,0.1544,0.0341,0.2093
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171744743128.tiff,canyons/calibration/imgs/16233171744743128.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4781,False,0.0005,0.0018,0.0023,0.0091,0.0039,0.0597,0.0893,0.4781,0.0074,0.0095,0.1439,0.0207,0.1738
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171745698667.tiff,canyons/calibration/imgs/16233171745698667.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4086,False,0.0005,0.0049,0.0011,0.0071,0.0037,0.1648,0.0437,0.4086,0.0112,0.0090,0.0955,0.0367,0.2133
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171746696217.tiff,canyons/calibration/imgs/16233171746696217.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5546,False,0.0007,0.0042,0.0018,0.0079,0.0071,0.0689,0.0619,0.5546,0.0050,0.0139,0.0915,0.0209,0.1615
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171747673082.tiff,canyons/calibration/imgs/16233171747673082.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4680,False,0.0009,0.0051,0.0010,0.0070,0.0046,0.1306,0.0370,0.4680,0.0071,0.0121,0.0399,0.0342,0.2526
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171748713243.tiff,canyons/calibration/imgs/16233171748713243.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5449,False,0.0009,0.0028,0.0005,0.0051,0.0021,0.0940,0.0631,0.5449,0.0071,0.0073,0.0353,0.0185,0.2183
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171749674695.tiff,canyons/calibration/imgs/16233171749674695.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3978,False,0.0009,0.0019,0.0008,0.0035,0.0016,0.0713,0.0556,0.3978,0.0082,0.0093,0.0503,0.0304,0.3683
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171750710010.tiff,canyons/calibration/imgs/16233171750710010.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.4079,True,0.0010,0.0049,0.0015,0.0078,0.0037,0.1464,0.0379,0.2759,0.0067,0.0107,0.0657,0.0300,0.4079
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171751758792.tiff,canyons/calibration/imgs/16233171751758792.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5825,False,0.0005,0.0019,0.0015,0.0079,0.0049,0.0436,0.1085,0.5825,0.0041,0.0086,0.0750,0.0172,0.1438
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171752827032.tiff,canyons/calibration/imgs/16233171752827032.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4033,False,0.0004,0.0048,0.0017,0.0066,0.0058,0.1901,0.0509,0.4033,0.0069,0.0081,0.0801,0.0225,0.2188
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171753655608.tiff,canyons/calibration/imgs/16233171753655608.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3885,False,0.0006,0.0017,0.0032,0.0126,0.0083,0.0649,0.0652,0.3885,0.0040,0.0137,0.1278,0.0216,0.2880
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171754698505.tiff,canyons/calibration/imgs/16233171754698505.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3571,False,0.0004,0.0019,0.0011,0.0040,0.0050,0.0719,0.3419,0.3571,0.0161,0.0046,0.0563,0.0189,0.1208
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171755648563.tiff,canyons/calibration/imgs/16233171755648563.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.5872,False,0.0005,0.0009,0.0006,0.0013,0.0045,0.0294,0.5872,0.2111,0.0137,0.0106,0.0318,0.0101,0.0983
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171756851377.tiff,canyons/calibration/imgs/16233171756851377.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4292,False,0.0010,0.0016,0.0019,0.0041,0.0117,0.0894,0.4292,0.1145,0.0169,0.0155,0.1396,0.0177,0.1567
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171757668350.tiff,canyons/calibration/imgs/16233171757668350.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4405,False,0.0008,0.0018,0.0042,0.0049,0.0132,0.0495,0.4405,0.1971,0.0148,0.0156,0.0853,0.0191,0.1532
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171758747761.tiff,canyons/calibration/imgs/16233171758747761.tiff,flsea_vi,canyons/calibration,murky_turbid,0.2251,True,0.0010,0.0023,0.0027,0.0055,0.0230,0.0466,0.1877,0.2148,0.0235,0.0290,0.2251,0.0255,0.2135
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171759664118.tiff,canyons/calibration/imgs/16233171759664118.tiff,flsea_vi,canyons/calibration,rocks,0.2738,False,0.0004,0.0045,0.0009,0.0075,0.0286,0.2738,0.2237,0.0962,0.0111,0.0071,0.1669,0.0213,0.1580
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171760712821.tiff,canyons/calibration/imgs/16233171760712821.tiff,flsea_vi,canyons/calibration,rocks,0.2795,False,0.0003,0.0021,0.0008,0.0053,0.0183,0.2795,0.1222,0.2085,0.0121,0.0080,0.1326,0.0187,0.1916
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171761696768.tiff,canyons/calibration/imgs/16233171761696768.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3391,True,0.0005,0.0038,0.0012,0.0069,0.0115,0.2253,0.0512,0.1880,0.0107,0.0114,0.1187,0.0315,0.3391
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171762720234.tiff,canyons/calibration/imgs/16233171762720234.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3283,True,0.0005,0.0047,0.0019,0.0044,0.0131,0.1563,0.0348,0.2279,0.0069,0.0127,0.1785,0.0299,0.3283
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171763686707.tiff,canyons/calibration/imgs/16233171763686707.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3689,True,0.0013,0.0032,0.0029,0.0096,0.0055,0.1187,0.0917,0.2576,0.0093,0.0088,0.0989,0.0237,0.3689
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171764718666.tiff,canyons/calibration/imgs/16233171764718666.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4446,False,0.0008,0.0034,0.0024,0.0102,0.0068,0.1099,0.0371,0.4446,0.0045,0.0050,0.1291,0.0120,0.2343
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171765689240.tiff,canyons/calibration/imgs/16233171765689240.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.4358,True,0.0009,0.0039,0.0027,0.0107,0.0097,0.0826,0.0534,0.2216,0.0107,0.0126,0.1176,0.0377,0.4358
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171766664572.tiff,canyons/calibration/imgs/16233171766664572.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.3713,True,0.0018,0.0021,0.0026,0.0083,0.0023,0.0195,0.0946,0.3476,0.0058,0.0071,0.1060,0.0311,0.3713
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171767693130.tiff,canyons/calibration/imgs/16233171767693130.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.4440,True,0.0010,0.0057,0.0009,0.0121,0.0027,0.1557,0.0089,0.2115,0.0098,0.0077,0.1010,0.0389,0.4440
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171768693159.tiff,canyons/calibration/imgs/16233171768693159.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6692,False,0.0011,0.0063,0.0013,0.0098,0.0064,0.0358,0.0262,0.6692,0.0033,0.0174,0.0900,0.0182,0.1148
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171769711778.tiff,canyons/calibration/imgs/16233171769711778.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3602,False,0.0031,0.0093,0.0020,0.0162,0.0128,0.0176,0.0136,0.3602,0.0026,0.0192,0.1907,0.0311,0.3217
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171770695949.tiff,canyons/calibration/imgs/16233171770695949.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4184,False,0.0017,0.0058,0.0013,0.0119,0.0125,0.0543,0.0140,0.4184,0.0042,0.0226,0.1289,0.0391,0.2853
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171771696620.tiff,canyons/calibration/imgs/16233171771696620.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3659,False,0.0006,0.0052,0.0005,0.0091,0.0211,0.1072,0.1003,0.3659,0.0093,0.0353,0.1376,0.0213,0.1865
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171772728755.tiff,canyons/calibration/imgs/16233171772728755.tiff,flsea_vi,canyons/calibration,blurry_corrupt,0.2597,True,0.0010,0.0028,0.0003,0.0101,0.0141,0.0725,0.0331,0.2409,0.0041,0.0662,0.2378,0.0574,0.2597
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171773719337.tiff,canyons/calibration/imgs/16233171773719337.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3176,False,0.0003,0.0052,0.0003,0.0099,0.0102,0.3047,0.0625,0.3176,0.0064,0.0189,0.1361,0.0159,0.1119
